"","vector","type","label","units","parent_vector","aggregation","details"
"192","v_CA21_192","Male","48","Number","v_CA21_180","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 48"
"193","v_CA21_193","Female","48","Number","v_CA21_181","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 48"
"194","v_CA21_194","Total","49","Number","v_CA21_179","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 49"
"195","v_CA21_195","Male","49","Number","v_CA21_180","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 49"
"196","v_CA21_196","Female","49","Number","v_CA21_181","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 49"
"197","v_CA21_197","Total","50 to 54 years","Number","v_CA21_68","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years"
"198","v_CA21_198","Male","50 to 54 years","Number","v_CA21_69","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years"
"199","v_CA21_199","Female","50 to 54 years","Number","v_CA21_70","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years"
"200","v_CA21_200","Total","50","Number","v_CA21_197","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 50"
"201","v_CA21_201","Male","50","Number","v_CA21_198","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 50"
"202","v_CA21_202","Female","50","Number","v_CA21_199","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 50"
"203","v_CA21_203","Total","51","Number","v_CA21_197","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 51"
"204","v_CA21_204","Male","51","Number","v_CA21_198","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 51"
"205","v_CA21_205","Female","51","Number","v_CA21_199","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 51"
"206","v_CA21_206","Total","52","Number","v_CA21_197","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 52"
"207","v_CA21_207","Male","52","Number","v_CA21_198","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 52"
"208","v_CA21_208","Female","52","Number","v_CA21_199","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 52"
"209","v_CA21_209","Total","53","Number","v_CA21_197","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 53"
"210","v_CA21_210","Male","53","Number","v_CA21_198","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 53"
"211","v_CA21_211","Female","53","Number","v_CA21_199","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 53"
"212","v_CA21_212","Total","54","Number","v_CA21_197","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 54"
"213","v_CA21_213","Male","54","Number","v_CA21_198","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 54"
"214","v_CA21_214","Female","54","Number","v_CA21_199","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 50 to 54 years; 54"
"215","v_CA21_215","Total","55 to 59 years","Number","v_CA21_68","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years"
"216","v_CA21_216","Male","55 to 59 years","Number","v_CA21_69","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years"
"217","v_CA21_217","Female","55 to 59 years","Number","v_CA21_70","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years"
"218","v_CA21_218","Total","55","Number","v_CA21_215","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 55"
"219","v_CA21_219","Male","55","Number","v_CA21_216","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 55"
"220","v_CA21_220","Female","55","Number","v_CA21_217","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 55"
"221","v_CA21_221","Total","56","Number","v_CA21_215","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 56"
"222","v_CA21_222","Male","56","Number","v_CA21_216","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 56"
"223","v_CA21_223","Female","56","Number","v_CA21_217","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 56"
"224","v_CA21_224","Total","57","Number","v_CA21_215","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 57"
"225","v_CA21_225","Male","57","Number","v_CA21_216","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 57"
"226","v_CA21_226","Female","57","Number","v_CA21_217","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 57"
"227","v_CA21_227","Total","58","Number","v_CA21_215","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 58"
"228","v_CA21_228","Male","58","Number","v_CA21_216","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 58"
"229","v_CA21_229","Female","58","Number","v_CA21_217","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 58"
"230","v_CA21_230","Total","59","Number","v_CA21_215","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 59"
"231","v_CA21_231","Male","59","Number","v_CA21_216","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 59"
"232","v_CA21_232","Female","59","Number","v_CA21_217","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 55 to 59 years; 59"
"233","v_CA21_233","Total","60 to 64 years","Number","v_CA21_68","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years"
"234","v_CA21_234","Male","60 to 64 years","Number","v_CA21_69","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years"
"235","v_CA21_235","Female","60 to 64 years","Number","v_CA21_70","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years"
"236","v_CA21_236","Total","60","Number","v_CA21_233","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 60"
"237","v_CA21_237","Male","60","Number","v_CA21_234","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 60"
"238","v_CA21_238","Female","60","Number","v_CA21_235","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 60"
"239","v_CA21_239","Total","61","Number","v_CA21_233","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 61"
"240","v_CA21_240","Male","61","Number","v_CA21_234","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 61"
"241","v_CA21_241","Female","61","Number","v_CA21_235","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 61"
"242","v_CA21_242","Total","62","Number","v_CA21_233","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 62"
"243","v_CA21_243","Male","62","Number","v_CA21_234","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 62"
"244","v_CA21_244","Female","62","Number","v_CA21_235","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 62"
"245","v_CA21_245","Total","63","Number","v_CA21_233","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 63"
"246","v_CA21_246","Male","63","Number","v_CA21_234","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 63"
"247","v_CA21_247","Female","63","Number","v_CA21_235","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 63"
"248","v_CA21_248","Total","64","Number","v_CA21_233","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 64"
"249","v_CA21_249","Male","64","Number","v_CA21_234","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 64"
"250","v_CA21_250","Female","64","Number","v_CA21_235","Additive","CA 2021 Census; 100% data; Total - Age; 15 to 64 years; 60 to 64 years; 64"
"251","v_CA21_251","Total","65 years and over","Number","v_CA21_8","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over"
"252","v_CA21_252","Male","65 years and over","Number","v_CA21_9","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over"
"253","v_CA21_253","Female","65 years and over","Number","v_CA21_10","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over"
"254","v_CA21_254","Total","65 to 69 years","Number","v_CA21_251","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years"
"255","v_CA21_255","Male","65 to 69 years","Number","v_CA21_252","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years"
"256","v_CA21_256","Female","65 to 69 years","Number","v_CA21_253","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years"
"257","v_CA21_257","Total","65","Number","v_CA21_254","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 65"
"258","v_CA21_258","Male","65","Number","v_CA21_255","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 65"
"259","v_CA21_259","Female","65","Number","v_CA21_256","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 65"
"260","v_CA21_260","Total","66","Number","v_CA21_254","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 66"
"261","v_CA21_261","Male","66","Number","v_CA21_255","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 66"
"262","v_CA21_262","Female","66","Number","v_CA21_256","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 66"
"263","v_CA21_263","Total","67","Number","v_CA21_254","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 67"
"264","v_CA21_264","Male","67","Number","v_CA21_255","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 67"
"265","v_CA21_265","Female","67","Number","v_CA21_256","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 67"
"266","v_CA21_266","Total","68","Number","v_CA21_254","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 68"
"267","v_CA21_267","Male","68","Number","v_CA21_255","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 68"
"268","v_CA21_268","Female","68","Number","v_CA21_256","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 68"
"269","v_CA21_269","Total","69","Number","v_CA21_254","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 69"
"270","v_CA21_270","Male","69","Number","v_CA21_255","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 69"
"271","v_CA21_271","Female","69","Number","v_CA21_256","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 65 to 69 years; 69"
"272","v_CA21_272","Total","70 to 74 years","Number","v_CA21_251","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years"
"273","v_CA21_273","Male","70 to 74 years","Number","v_CA21_252","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years"
"274","v_CA21_274","Female","70 to 74 years","Number","v_CA21_253","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years"
"275","v_CA21_275","Total","70","Number","v_CA21_272","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 70"
"276","v_CA21_276","Male","70","Number","v_CA21_273","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 70"
"277","v_CA21_277","Female","70","Number","v_CA21_274","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 70"
"278","v_CA21_278","Total","71","Number","v_CA21_272","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 71"
"279","v_CA21_279","Male","71","Number","v_CA21_273","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 71"
"280","v_CA21_280","Female","71","Number","v_CA21_274","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 71"
"281","v_CA21_281","Total","72","Number","v_CA21_272","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 72"
"282","v_CA21_282","Male","72","Number","v_CA21_273","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 72"
"283","v_CA21_283","Female","72","Number","v_CA21_274","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 72"
"284","v_CA21_284","Total","73","Number","v_CA21_272","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 73"
"285","v_CA21_285","Male","73","Number","v_CA21_273","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 73"
"286","v_CA21_286","Female","73","Number","v_CA21_274","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 73"
"287","v_CA21_287","Total","74","Number","v_CA21_272","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 74"
"288","v_CA21_288","Male","74","Number","v_CA21_273","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 74"
"289","v_CA21_289","Female","74","Number","v_CA21_274","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 70 to 74 years; 74"
"290","v_CA21_290","Total","75 to 79 years","Number","v_CA21_251","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years"
"291","v_CA21_291","Male","75 to 79 years","Number","v_CA21_252","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years"
"292","v_CA21_292","Female","75 to 79 years","Number","v_CA21_253","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years"
"293","v_CA21_293","Total","75","Number","v_CA21_290","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 75"
"294","v_CA21_294","Male","75","Number","v_CA21_291","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 75"
"295","v_CA21_295","Female","75","Number","v_CA21_292","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 75"
"296","v_CA21_296","Total","76","Number","v_CA21_290","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 76"
"297","v_CA21_297","Male","76","Number","v_CA21_291","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 76"
"298","v_CA21_298","Female","76","Number","v_CA21_292","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 76"
"299","v_CA21_299","Total","77","Number","v_CA21_290","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 77"
"300","v_CA21_300","Male","77","Number","v_CA21_291","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 77"
"301","v_CA21_301","Female","77","Number","v_CA21_292","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 77"
"302","v_CA21_302","Total","78","Number","v_CA21_290","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 78"
"303","v_CA21_303","Male","78","Number","v_CA21_291","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 78"
"304","v_CA21_304","Female","78","Number","v_CA21_292","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 78"
"305","v_CA21_305","Total","79","Number","v_CA21_290","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 79"
"306","v_CA21_306","Male","79","Number","v_CA21_291","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 79"
"307","v_CA21_307","Female","79","Number","v_CA21_292","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 75 to 79 years; 79"
"308","v_CA21_308","Total","80 to 84 years","Number","v_CA21_251","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years"
"309","v_CA21_309","Male","80 to 84 years","Number","v_CA21_252","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years"
"310","v_CA21_310","Female","80 to 84 years","Number","v_CA21_253","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years"
"311","v_CA21_311","Total","80","Number","v_CA21_308","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years; 80"
"312","v_CA21_312","Male","80","Number","v_CA21_309","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years; 80"
"313","v_CA21_313","Female","80","Number","v_CA21_310","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years; 80"
"314","v_CA21_314","Total","81","Number","v_CA21_308","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years; 81"
"315","v_CA21_315","Male","81","Number","v_CA21_309","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years; 81"
"316","v_CA21_316","Female","81","Number","v_CA21_310","Additive","CA 2021 Census; 100% data; Total - Age; 65 years and over; 80 to 84 years; 81"
